timestamp,flow_lpm
2024-05-21 08:17,98.352
2024-05-21 08:18,98.413
2024-05-21 08:19,98.475
2024-05-21 08:20,98.536
2024-05-21 08:21,98.599
2024-05-21 08:22,98.661
2024-05-21 08:23,98.724
2024-05-21 08:24,98.787
2024-05-21 08:25,98.851
2024-05-21 08:26,98.914
2024-05-21 08:27,98.978
2024-05-21 08:28,99.042
2024-05-21 08:29,99.105
2024-05-21 08:30,99.169
2024-05-21 08:31,99.232
2024-05-21 08:32,99.295
2024-05-21 08:33,99.358
2024-05-21 08:34,99.421
2024-05-21 08:35,99.483
2024-05-21 08:36,99.544
2024-05-21 08:37,99.606
2024-05-21 08:38,99.666
2024-05-21 08:39,99.726
2024-05-21 08:40,99.786
2024-05-21 08:41,99.844
2024-05-21 08:42,99.902
2024-05-21 08:43,99.959
2024-05-21 08:44,100.015
2024-05-21 08:45,100.071
2024-05-21 08:46,100.125
2024-05-21 08:47,100.178
2024-05-21 08:48,100.23
2024-05-21 08:49,100.281
2024-05-21 08:50,100.331
2024-05-21 08:51,100.38
2024-05-21 08:52,100.427
2024-05-21 08:53,100.473
2024-05-21 08:54,100.518
2024-05-21 08:55,100.561
2024-05-21 08:56,100.603
2024-05-21 08:57,100.643
2024-05-21 08:58,100.682
2024-05-21 08:59,100.719
2024-05-21 09:00,100.755
2024-05-21 09:01,100.789
2024-05-21 09:02,100.822
2024-05-21 09:03,100.853
2024-05-21 09:04,100.882
2024-05-21 09:05,100.909
2024-05-21 09:06,100.935
2024-05-21 09:07,100.959
2024-05-21 09:08,100.981
2024-05-21 09:09,101.001
2024-05-21 09:10,101.019
2024-05-21 09:11,101.036
2024-05-21 09:12,101.05
2024-05-21 09:13,101.063
2024-05-21 09:14,101.074
2024-05-21 09:15,101.083
2024-05-21 09:16,101.09
2024-05-21 09:17,101.095
2024-05-21 09:18,101.099
2024-05-21 09:19,101.1
2024-05-21 09:20,101.099
2024-05-21 09:21,101.097
2024-05-21 09:22,101.092
2024-05-21 09:23,101.086
2024-05-21 09:24,101.078
2024-05-21 09:25,101.067
2024-05-21 09:26,101.055
2024-05-21 09:27,101.041
2024-05-21 09:28,101.025
2024-05-21 09:29,101.008
2024-05-21 09:30,100.988
2024-05-21 09:31,100.967
2024-05-21 09:32,100.944
2024-05-21 09:33,100.919
2024-05-21 09:34,100.892
2024-05-21 09:35,100.863
2024-05-21 09:36,100.833
2024-05-21 09:37,100.801
2024-05-21 09:38,100.768
2024-05-21 09:39,100.733
2024-05-21 09:40,100.696
2024-05-21 09:41,100.657
2024-05-21 09:42,100.618
2024-05-21 09:43,100.576
2024-05-21 09:44,100.534
2024-05-21 09:45,100.489
2024-05-21 09:46,100.444
2024-05-21 09:47,100.397
2024-05-21 09:48,100.349
2024-05-21 09:49,100.299
2024-05-21 09:50,100.249
2024-05-21 09:51,100.197
2024-05-21 09:52,100.144
2024-05-21 09:53,100.09
2024-05-21 09:54,100.036
2024-05-21 09:55,99.98
2024-05-21 09:56,99.923
2024-05-21 09:57,99.865
2024-05-21 09:58,99.807
2024-05-21 09:59,99.748
2024-05-21 10:00,99.688
2024-05-21 10:01,99.628
2024-05-21 10:02,99.567
2024-05-21 10:03,99.505
2024-05-21 10:04,99.443
2024-05-21 10:05,99.381
2024-05-21 10:06,99.318
2024-05-21 10:07,99.255
2024-05-21 10:08,99.192
2024-05-21 10:09,99.128
2024-05-21 10:10,99.065
2024-05-21 10:11,99.001
2024-05-21 10:12,98.937
2024-05-21 10:13,98.874
2024-05-21 10:14,98.81
2024-05-21 10:15,98.747
2024-05-21 10:16,98.684
2024-05-21 10:17,98.621
2024-05-21 10:18,98.559
2024-05-21 10:19,98.497
2024-05-21 10:20,98.435
2024-05-21 10:21,98.374
2024-05-21 10:22,98.314
2024-05-21 10:23,98.254
2024-05-21 10:24,98.195
2024-05-21 10:25,98.137
2024-05-21 10:26,98.079
2024-05-21 10:27,98.022
2024-05-21 10:28,97.966
2024-05-21 10:29,97.911
2024-05-21 10:30,97.858
2024-05-21 10:31,97.805
2024-05-21 10:32,97.753
2024-05-21 10:33,97.702
2024-05-21 10:34,97.653
2024-05-21 10:35,97.605
2024-05-21 10:36,97.558
2024-05-21 10:37,97.512
2024-05-21 10:38,97.468
2024-05-21 10:39,97.425
2024-05-21 10:40,97.384
2024-05-21 10:41,97.344
2024-05-21 10:42,97.306
2024-05-21 10:43,97.269
2024-05-21 10:44,97.234
2024-05-21 10:45,97.2
2024-05-21 10:46,97.168
2024-05-21 10:47,97.138
2024-05-21 10:48,97.109
2024-05-21 10:49,97.082
2024-05-21 10:50,97.057
2024-05-21 10:51,97.034
2024-05-21 10:52,97.013
2024-05-21 10:53,96.993
2024-05-21 10:54,96.975
2024-05-21 10:55,96.959
2024-05-21 10:56,96.945
2024-05-21 10:57,96.933
2024-05-21 10:58,96.923
2024-05-21 10:59,96.914
