timestamp,value_celsius
2024-05-21 08:38,82.381
2024-05-21 08:39,82.415
2024-05-21 08:40,82.449
2024-05-21 08:41,82.482
2024-05-21 08:42,82.516
2024-05-21 08:43,82.548
2024-05-21 08:44,82.58
2024-05-21 08:45,82.612
2024-05-21 08:46,82.643
2024-05-21 08:47,82.673
2024-05-21 08:48,82.703
2024-05-21 08:49,82.732
2024-05-21 08:50,82.761
2024-05-21 08:51,82.788
2024-05-21 08:52,82.815
2024-05-21 08:53,82.842
2024-05-21 08:54,82.867
2024-05-21 08:55,82.892
2024-05-21 08:56,82.916
2024-05-21 08:57,82.939
2024-05-21 08:58,82.961
2024-05-21 08:59,82.983
2024-05-21 09:00,83.003
2024-05-21 09:01,83.022
2024-05-21 09:02,83.041
2024-05-21 09:03,83.059
2024-05-21 09:04,83.075
2024-05-21 09:05,83.091
2024-05-21 09:06,83.106
2024-05-21 09:07,83.119
2024-05-21 09:08,83.132
2024-05-21 09:09,83.143
2024-05-21 09:10,83.154
2024-05-21 09:11,83.163
2024-05-21 09:12,83.172
2024-05-21 09:13,83.179
2024-05-21 09:14,83.185
2024-05-21 09:15,83.19
2024-05-21 09:16,83.194
2024-05-21 09:17,83.197
2024-05-21 09:18,83.199
2024-05-21 09:19,83.2
2024-05-21 09:20,83.2
2024-05-21 09:21,83.198
2024-05-21 09:22,83.196
2024-05-21 09:23,83.192
2024-05-21 09:24,83.187
2024-05-21 09:25,83.181
2024-05-21 09:26,83.174
2024-05-21 09:27,83.166
2024-05-21 09:28,83.157
2024-05-21 09:29,83.147
2024-05-21 09:30,83.136
2024-05-21 09:31,83.124
2024-05-21 09:32,83.111
2024-05-21 09:33,83.096
2024-05-21 09:34,83.081
2024-05-21 09:35,83.065
2024-05-21 09:36,83.047
2024-05-21 09:37,83.029
2024-05-21 09:38,83.01
2024-05-21 09:39,82.99
2024-05-21 09:40,82.969
2024-05-21 09:41,82.947
2024-05-21 09:42,82.924
2024-05-21 09:43,82.901
2024-05-21 09:44,82.876
2024-05-21 09:45,82.851
2024-05-21 09:46,82.825
2024-05-21 09:47,82.798
2024-05-21 09:48,82.771
2024-05-21 09:49,82.743
2024-05-21 09:50,82.714
2024-05-21 09:51,82.684
2024-05-21 09:52,82.654
2024-05-21 09:53,82.623
2024-05-21 09:54,82.592
2024-05-21 09:55,82.56
2024-05-21 09:56,82.527
2024-05-21 09:57,82.495
2024-05-21 09:58,82.461
2024-05-21 09:59,82.427
2024-05-21 10:00,82.393
2024-05-21 10:01,82.359
2024-05-21 10:02,82.324
2024-05-21 10:03,82.289
2024-05-21 10:04,82.253
2024-05-21 10:05,82.218
2024-05-21 10:06,82.182
2024-05-21 10:07,82.146
2024-05-21 10:08,82.11
2024-05-21 10:09,82.073
2024-05-21 10:10,82.037
2024-05-21 10:11,82.001
2024-05-21 10:12,81.964
2024-05-21 10:13,81.928
2024-05-21 10:14,81.892
2024-05-21 10:15,81.856
2024-05-21 10:16,81.82
2024-05-21 10:17,81.784
2024-05-21 10:18,81.748
2024-05-21 10:19,81.713
2024-05-21 10:20,81.677
2024-05-21 10:21,81.643
2024-05-21 10:22,81.608
2024-05-21 10:23,81.574
2024-05-21 10:24,81.54
2024-05-21 10:25,81.507
2024-05-21 10:26,81.474
2024-05-21 10:27,81.441
2024-05-21 10:28,81.409
2024-05-21 10:29,81.378
2024-05-21 10:30,81.347
2024-05-21 10:31,81.317
2024-05-21 10:32,81.287
2024-05-21 10:33,81.258
2024-05-21 10:34,81.23
2024-05-21 10:35,81.203
2024-05-21 10:36,81.176
2024-05-21 10:37,81.15
2024-05-21 10:38,81.125
2024-05-21 10:39,81.1
2024-05-21 10:40,81.076
2024-05-21 10:41,81.054
2024-05-21 10:42,81.032
2024-05-21 10:43,81.011
2024-05-21 10:44,80.991
2024-05-21 10:45,80.971
2024-05-21 10:46,80.953
2024-05-21 10:47,80.936
2024-05-21 10:48,80.92
2024-05-21 10:49,80.904
2024-05-21 10:50,80.89
2024-05-21 10:51,80.877
2024-05-21 10:52,80.864
2024-05-21 10:53,80.853
2024-05-21 10:54,80.843
2024-05-21 10:55,80.834
2024-05-21 10:56,80.826
2024-05-21 10:57,80.819
2024-05-21 10:58,80.813
2024-05-21 10:59,80.808
