timestamp,valve_open_pct
2024-05-21 07:32,67.32
2024-05-21 07:33,67.23
2024-05-21 07:34,67.14
2024-05-21 07:35,67.05
2024-05-21 07:36,66.96
2024-05-21 07:37,66.87
2024-05-21 07:38,66.78
2024-05-21 07:39,66.69
2024-05-21 07:40,66.6
2024-05-21 07:41,66.51
2024-05-21 07:42,66.42
2024-05-21 07:43,66.33
2024-05-21 07:44,66.24
2024-05-21 07:45,66.15
2024-05-21 07:46,66.06
2024-05-21 07:47,65.97
2024-05-21 07:48,65.88
2024-05-21 07:49,65.79
2024-05-21 07:50,65.7
2024-05-21 07:51,65.61
2024-05-21 07:52,65.52
2024-05-21 07:53,65.43
2024-05-21 07:54,65.34
2024-05-21 07:55,65.25
2024-05-21 07:56,65.16
2024-05-21 07:57,65.07
2024-05-21 07:58,64.98
2024-05-21 07:59,64.89
2024-05-21 08:00,64.8
2024-05-21 08:01,64.71
2024-05-21 08:02,64.62
2024-05-21 08:03,64.53
2024-05-21 08:04,64.44
2024-05-21 08:05,64.35
2024-05-21 08:06,64.26
2024-05-21 08:07,64.17
2024-05-21 08:08,64.08
2024-05-21 08:09,63.99
2024-05-21 08:10,63.9
2024-05-21 08:11,63.81
2024-05-21 08:12,63.72
2024-05-21 08:13,63.63
2024-05-21 08:14,63.54
2024-05-21 08:15,63.45
2024-05-21 08:16,63.36
2024-05-21 08:17,63.27
2024-05-21 08:18,63.18
2024-05-21 08:19,63.09
2024-05-21 08:20,63.0
2024-05-21 08:21,62.91
2024-05-21 08:22,62.82
2024-05-21 08:23,62.73
2024-05-21 08:24,62.64
2024-05-21 08:25,62.55
2024-05-21 08:26,62.46
2024-05-21 08:27,62.37
2024-05-21 08:28,62.28
2024-05-21 08:29,62.19
2024-05-21 08:30,62.1
2024-05-21 08:31,62.01
2024-05-21 08:32,61.92
2024-05-21 08:33,61.83
2024-05-21 08:34,61.74
2024-05-21 08:35,61.65
2024-05-21 08:36,61.56
2024-05-21 08:37,61.47
2024-05-21 08:38,61.38
2024-05-21 08:39,61.29
2024-05-21 08:40,61.2
2024-05-21 08:41,61.11
2024-05-21 08:42,61.02
2024-05-21 08:43,60.93
2024-05-21 08:44,60.84
2024-05-21 08:45,60.75
2024-05-21 08:46,60.66
2024-05-21 08:47,60.57
2024-05-21 08:48,60.48
2024-05-21 08:49,60.39
2024-05-21 08:50,60.3
2024-05-21 08:51,60.21
2024-05-21 08:52,60.12
2024-05-21 08:53,60.03
2024-05-21 08:54,59.94
2024-05-21 08:55,59.85
2024-05-21 08:56,59.76
2024-05-21 08:57,59.67
2024-05-21 08:58,59.58
2024-05-21 08:59,59.49
2024-05-21 09:00,59.4
2024-05-21 09:01,59.31
2024-05-21 09:02,59.22
2024-05-21 09:03,59.13
2024-05-21 09:04,59.04
2024-05-21 09:05,58.95
2024-05-21 09:06,58.86
2024-05-21 09:07,58.77
2024-05-21 09:08,58.68
2024-05-21 09:09,58.59
2024-05-21 09:10,58.5
2024-05-21 09:11,58.41
2024-05-21 09:12,58.32
2024-05-21 09:13,58.23
2024-05-21 09:14,58.14
2024-05-21 09:15,58.05
2024-05-21 09:16,57.96
2024-05-21 09:17,57.87
2024-05-21 09:18,57.78
2024-05-21 09:19,57.69
2024-05-21 09:20,57.6
2024-05-21 09:21,57.51
2024-05-21 09:22,57.42
2024-05-21 09:23,57.33
2024-05-21 09:24,57.24
2024-05-21 09:25,57.15
2024-05-21 09:26,57.06
2024-05-21 09:27,56.97
2024-05-21 09:28,56.88
2024-05-21 09:29,56.79
2024-05-21 09:30,56.7
2024-05-21 09:31,56.61
2024-05-21 09:32,56.52
2024-05-21 09:33,56.43
2024-05-21 09:34,56.34
2024-05-21 09:35,56.25
2024-05-21 09:36,56.16
2024-05-21 09:37,56.07
2024-05-21 09:38,55.98
2024-05-21 09:39,55.89
2024-05-21 09:40,55.8
2024-05-21 09:41,55.71
2024-05-21 09:42,55.62
2024-05-21 09:43,55.53
2024-05-21 09:44,55.44
2024-05-21 09:45,55.35
2024-05-21 09:46,55.26
2024-05-21 09:47,55.17
2024-05-21 09:48,55.08
2024-05-21 09:49,54.99
2024-05-21 09:50,54.9
2024-05-21 09:51,54.81
2024-05-21 09:52,54.72
2024-05-21 09:53,54.63
2024-05-21 09:54,54.54
2024-05-21 09:55,54.45
2024-05-21 09:56,54.36
2024-05-21 09:57,54.27
2024-05-21 09:58,54.18
2024-05-21 09:59,54.09
2024-05-21 10:00,54.0
2024-05-21 10:01,53.91
2024-05-21 10:02,53.82
2024-05-21 10:03,53.73
2024-05-21 10:04,53.64
2024-05-21 10:05,53.55
2024-05-21 10:06,53.46
2024-05-21 10:07,53.37
2024-05-21 10:08,53.28
2024-05-21 10:09,53.19
2024-05-21 10:10,53.1
2024-05-21 10:11,53.01
2024-05-21 10:12,52.92
2024-05-21 10:13,52.83
2024-05-21 10:14,52.74
2024-05-21 10:15,52.65
2024-05-21 10:16,52.56
2024-05-21 10:17,52.47
2024-05-21 10:18,52.38
2024-05-21 10:19,52.29
2024-05-21 10:20,52.2
2024-05-21 10:21,52.11
2024-05-21 10:22,52.02
2024-05-21 10:23,51.93
2024-05-21 10:24,51.84
2024-05-21 10:25,51.75
2024-05-21 10:26,51.66
2024-05-21 10:27,51.57
2024-05-21 10:28,51.48
2024-05-21 10:29,51.39
2024-05-21 10:30,51.3
2024-05-21 10:31,51.21
2024-05-21 10:32,51.12
2024-05-21 10:33,51.03
2024-05-21 10:34,50.94
2024-05-21 10:35,50.85
2024-05-21 10:36,50.76
2024-05-21 10:37,50.67
2024-05-21 10:38,50.58
2024-05-21 10:39,50.49
2024-05-21 10:40,50.4
2024-05-21 10:41,50.31
2024-05-21 10:42,50.22
2024-05-21 10:43,50.13
2024-05-21 10:44,50.04
2024-05-21 10:45,49.95
2024-05-21 10:46,49.86
2024-05-21 10:47,49.77
2024-05-21 10:48,49.68
2024-05-21 10:49,49.59
2024-05-21 10:50,49.5
2024-05-21 10:51,49.41
2024-05-21 10:52,49.32
2024-05-21 10:53,49.23
2024-05-21 10:54,49.14
2024-05-21 10:55,49.05
2024-05-21 10:56,48.96
2024-05-21 10:57,48.87
2024-05-21 10:58,48.78
2024-05-21 10:59,48.69
