timestamp,current_amp
2024-05-21 09:09,139.31
2024-05-21 09:10,139.35
2024-05-21 09:11,139.38
2024-05-21 09:12,139.4
2024-05-21 09:13,139.42
2024-05-21 09:14,139.43
2024-05-21 09:15,139.44
2024-05-21 09:16,139.45
2024-05-21 09:17,139.45
2024-05-21 09:18,139.45
2024-05-21 09:19,139.45
2024-05-21 09:20,139.44
2024-05-21 09:21,139.43
2024-05-21 09:22,139.42
2024-05-21 09:23,139.42
2024-05-21 09:24,139.41
2024-05-21 09:25,139.4
2024-05-21 09:26,139.39
2024-05-21 09:27,139.38
2024-05-21 09:28,139.37
2024-05-21 09:29,139.37
2024-05-21 09:30,139.37
2024-05-21 09:31,139.37
2024-05-21 09:32,139.37
2024-05-21 09:33,139.38
2024-05-21 09:34,139.39
2024-05-21 09:35,139.4
2024-05-21 09:36,139.42
2024-05-21 09:37,139.44
2024-05-21 09:38,139.47
2024-05-21 09:39,139.51
2024-05-21 09:40,139.55
2024-05-21 09:41,139.59
2024-05-21 09:42,139.64
2024-05-21 09:43,139.7
2024-05-21 09:44,139.76
2024-05-21 09:45,139.82
2024-05-21 09:46,139.9
2024-05-21 09:47,139.97
2024-05-21 09:48,140.06
2024-05-21 09:49,140.14
2024-05-21 09:50,140.24
2024-05-21 09:51,140.33
2024-05-21 09:52,140.44
2024-05-21 09:53,140.54
2024-05-21 09:54,140.65
2024-05-21 09:55,140.76
2024-05-21 09:56,140.88
2024-05-21 09:57,141.0
2024-05-21 09:58,141.12
2024-05-21 09:59,141.24
2024-05-21 10:00,141.36
2024-05-21 10:01,141.48
2024-05-21 10:02,141.61
2024-05-21 10:03,141.73
2024-05-21 10:04,141.85
2024-05-21 10:05,141.97
2024-05-21 10:06,142.09
2024-05-21 10:07,142.21
2024-05-21 10:08,142.33
2024-05-21 10:09,142.44
2024-05-21 10:10,142.55
2024-05-21 10:11,142.66
2024-05-21 10:12,142.76
2024-05-21 10:13,142.86
2024-05-21 10:14,142.95
2024-05-21 10:15,143.04
2024-05-21 10:16,143.12
2024-05-21 10:17,143.2
2024-05-21 10:18,143.27
2024-05-21 10:19,143.34
2024-05-21 10:20,143.4
2024-05-21 10:21,143.46
2024-05-21 10:22,143.51
2024-05-21 10:23,143.56
2024-05-21 10:24,143.6
2024-05-21 10:25,143.63
2024-05-21 10:26,143.66
2024-05-21 10:27,143.69
2024-05-21 10:28,143.71
2024-05-21 10:29,143.72
2024-05-21 10:30,143.73
2024-05-21 10:31,143.74
2024-05-21 10:32,143.75
2024-05-21 10:33,143.75
2024-05-21 10:34,143.74
2024-05-21 10:35,143.74
2024-05-21 10:36,143.73
2024-05-21 10:37,143.73
2024-05-21 10:38,143.72
2024-05-21 10:39,143.71
2024-05-21 10:40,143.7
2024-05-21 10:41,143.69
2024-05-21 10:42,143.68
2024-05-21 10:43,143.67
2024-05-21 10:44,143.67
2024-05-21 10:45,143.66
2024-05-21 10:46,143.66
2024-05-21 10:47,143.66
2024-05-21 10:48,143.67
2024-05-21 10:49,143.68
2024-05-21 10:50,143.69
2024-05-21 10:51,143.71
2024-05-21 10:52,143.73
2024-05-21 10:53,143.76
2024-05-21 10:54,143.79
2024-05-21 10:55,143.83
2024-05-21 10:56,143.87
2024-05-21 10:57,143.92
2024-05-21 10:58,143.97
2024-05-21 10:59,144.03
